x1,y1,z1,x2,y2,z2
0.,1.,0.,0.,0.,0.
0.,0.44721359549995804,0.,0.8944271909999159,0.,0.
1.,1.447213595499958,0.,0.8944271909999159,0.,0.
0.44721359549995804,1.447213595499958,0.8944271909999159,0.8944271909999159,0.,0.
0.,0.44721359549995787,0.,0.27639320225002106,0.,0.85065080835204
1.,1.4472135954999579,0.,0.27639320225002106,0.,0.85065080835204
0.44721359549995787,1.4472135954999579,0.27639320225002106,0.27639320225002106,0.85065080835204,0.85065080835204
0.44721359549995804,0.894427190999916,0.8944271909999159,1.170820393249937,0.,0.85065080835204
0.44721359549995787,0.894427190999916,0.27639320225002106,1.170820393249937,0.85065080835204,0.85065080835204
1.4472135954999579,1.894427190999916,0.27639320225002106,1.170820393249937,0.85065080835204,0.85065080835204
0.894427190999916,1.894427190999916,1.170820393249937,1.170820393249937,0.85065080835204,0.85065080835204
1.447213595499958,1.894427190999916,0.8944271909999159,1.170820393249937,0.,0.85065080835204
0.,0.44721359549995787,0.,-0.7236067977499789,0.,0.5257311121191337
1.,1.4472135954999579,0.,-0.7236067977499789,0.,0.5257311121191337
0.44721359549995787,1.4472135954999579,-0.7236067977499789,-0.7236067977499789,0.5257311121191337,0.5257311121191337
0.44721359549995804,0.894427190999916,0.27639320225002106,-0.44721359549995787,0.8506508083520399,1.3763819204711738
0.44721359549995787,0.894427190999916,-0.7236067977499789,-0.44721359549995787,0.5257311121191337,1.3763819204711738
1.4472135954999579,1.894427190999916,-0.7236067977499789,-0.44721359549995787,0.5257311121191337,1.3763819204711738
0.894427190999916,1.894427190999916,-0.44721359549995787,-0.44721359549995787,1.3763819204711738,1.3763819204711738
1.447213595499958,1.894427190999916,0.27639320225002106,-0.44721359549995787,0.8506508083520399,1.3763819204711738
0.,0.44721359549995787,0.,-0.7236067977499789,0.,-0.5257311121191336
1.,1.4472135954999579,0.,-0.7236067977499789,0.,-0.5257311121191336
0.44721359549995787,1.4472135954999579,-0.7236067977499789,-0.7236067977499789,-0.5257311121191336,-0.5257311121191336
0.44721359549995804,0.894427190999916,-0.7236067977499789,-1.447213595499958,0.5257311121191336,1.1102230246251565e-16
0.44721359549995787,0.894427190999916,-0.7236067977499789,-1.447213595499958,-0.5257311121191336,1.1102230246251565e-16
1.4472135954999579,1.894427190999916,-0.7236067977499789,-1.447213595499958,-0.5257311121191336,1.1102230246251565e-16
0.894427190999916,1.894427190999916,-1.447213595499958,-1.447213595499958,1.1102230246251565e-16,1.1102230246251565e-16
1.447213595499958,1.894427190999916,-0.7236067977499789,-1.447213595499958,0.5257311121191336,1.1102230246251565e-16
0.,0.44721359549995787,0.,0.276393202250021,0.,-0.85065080835204
1.,1.4472135954999579,0.,0.276393202250021,0.,-0.85065080835204
0.44721359549995787,1.4472135954999579,0.276393202250021,0.276393202250021,-0.85065080835204,-0.85065080835204
0.44721359549995804,0.894427190999916,-0.7236067977499789,-0.4472135954999581,-0.5257311121191336,-1.3763819204711738
0.44721359549995787,0.894427190999916,0.276393202250021,-0.4472135954999581,-0.85065080835204,-1.3763819204711738
1.4472135954999579,1.894427190999916,0.276393202250021,-0.4472135954999581,-0.85065080835204,-1.3763819204711738
0.894427190999916,1.894427190999916,-0.4472135954999581,-0.4472135954999581,-1.3763819204711738,-1.3763819204711738
1.447213595499958,1.894427190999916,-0.7236067977499789,-0.4472135954999581,-0.5257311121191336,-1.3763819204711738
0.44721359549995804,0.894427190999916,0.27639320225002106,1.170820393249937,-0.8506508083520399,-0.85065080835204
0.44721359549995787,0.894427190999916,0.894427190999916,1.170820393249937,5.551115123125783e-17,-0.85065080835204
1.4472135954999579,1.894427190999916,0.894427190999916,1.170820393249937,5.551115123125783e-17,-0.85065080835204
0.894427190999916,1.894427190999916,1.170820393249937,1.170820393249937,-0.85065080835204,-0.85065080835204
1.447213595499958,1.894427190999916,0.27639320225002106,1.170820393249937,-0.8506508083520399,-0.85065080835204
1.1102230246251565e-16,-0.44721359549995787,1.1102230246251565e-16,0.7236067977499789,-5.551115123125783e-17,0.5257311121191335
0.447213595499958,1.1102230246251565e-16,0.2763932022500211,1.0000000000000002,0.8506508083520399,1.3763819204711734
-0.44721359549995787,1.1102230246251565e-16,0.7236067977499789,1.0000000000000002,0.5257311121191335,1.3763819204711734
0.447213595499958,1.6653345369377348e-16,0.8944271909999159,1.618033988749895,5.551115123125783e-17,0.5257311121191335
-0.44721359549995787,1.6653345369377348e-16,0.7236067977499789,1.618033988749895,0.5257311121191335,0.5257311121191335
1.1102230246251565e-16,0.4472135954999581,1.0000000000000002,1.8944271909999162,1.3763819204711734,1.3763819204711736
1.6653345369377348e-16,0.4472135954999581,1.618033988749895,1.8944271909999162,0.5257311121191335,1.3763819204711736
0.8944271909999159,0.4472135954999581,1.170820393249937,1.8944271909999162,0.8506508083520401,1.3763819204711736
1.1102230246251565e-16,-0.44721359549995787,8.710202032108641e-17,-0.27639320225002084,8.843459510329053e-17,0.8506508083520399
0.447213595499958,1.1102230246251565e-16,-0.7236067977499788,-0.9999999999999998,0.5257311121191337,1.3763819204711738
-0.44721359549995787,1.1102230246251565e-16,-0.27639320225002084,-0.9999999999999998,0.8506508083520399,1.3763819204711738
